City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mar del plata,-38.0023,-57.5575,283.68,69,40,2.57,AR,1689700394
363,prince george,53.9166,-122.753,291.62,54,0,6.17,CA,1689700459
364,pisco,-13.7,-76.2167,294.18,64,100,3.09,PE,1689700459
365,naro moru,-0.1676,37.0213,288.81,68,36,3.0,KE,1689700459
366,mirny,62.5353,113.9611,285.51,60,46,1.98,RU,1689700459
367,argo,37.6333,22.7333,306.36,26,0,4.16,GR,1689700460
368,talara,-4.5772,-81.2719,302.57,58,0,6.17,PE,1689700460
369,san antonio de pale,-1.4014,5.6325,296.62,84,38,5.46,GQ,1689700460
370,lagoa,39.05,-27.9833,293.6,64,88,2.41,PT,1689700462
371,harper,4.375,-7.7169,298.49,77,100,4.73,LR,1689700462
372,komsomol'skiy,43.9783,46.6985,300.53,34,56,5.03,RU,1689700462
373,tahe,52.3333,124.7333,290.83,60,27,1.66,CN,1689700462
374,mount isa,-20.7333,139.5,287.02,58,5,3.6,AU,1689700463
375,sola,-13.8833,167.55,298.55,82,98,10.65,VU,1689700463
376,eloy alfaro,-2.2,-79.8333,304.18,66,40,2.06,EC,1689700463
377,songling,31.1933,120.7176,299.15,91,100,2.21,CN,1689700463
378,villa yapacani,-17.4,-63.8333,293.91,54,99,2.35,BO,1689700464
379,mossel bay,-34.1831,22.146,288.11,74,42,10.72,ZA,1689700464
380,minas de marcona,-15.2119,-75.1103,290.23,60,29,5.28,PE,1689700464
381,balykshi,47.0667,51.8667,294.15,78,75,4.0,KZ,1689700465
382,chonchi,-42.6128,-73.8092,281.55,80,100,1.96,CL,1689700465
383,tokar,18.4254,37.729,310.2,30,5,3.01,SD,1689700465
384,parham,17.0968,-61.7705,303.98,59,75,5.14,AG,1689700466
385,palm coast,29.585,-81.2078,307.11,70,92,1.79,US,1689700178
386,pristen',51.2355,36.6959,292.34,86,100,6.72,RU,1689700466
387,luderitz,-26.6481,15.1594,290.82,73,0,9.76,NA,1689700466
388,santa ana,33.7456,-117.8678,307.63,65,20,3.6,US,1689700264
389,micheweni,-4.9667,39.8333,298.19,77,11,6.92,TZ,1689700467
390,santa cruz,-17.8,-63.1667,289.85,72,100,7.2,BO,1689700457
391,zouerate,22.7187,-12.4521,314.35,16,60,1.6,MR,1689700467
392,covasna,45.85,26.1833,297.83,55,3,2.83,RO,1689700468
393,bima,-8.4667,118.7167,294.73,93,9,2.18,ID,1689700468
394,novyye burasy,52.1324,46.0714,293.45,70,91,4.01,RU,1689700468
395,tashtagol,52.7657,87.8894,290.7,68,43,2.99,RU,1689700469
396,the bottom,17.6259,-63.2492,303.46,76,99,8.38,BQ,1689700469
397,mata-utu,-13.2816,-176.1745,299.14,86,100,5.45,WF,1689700469
398,juneau,58.3019,-134.4197,290.15,87,75,0.0,US,1689700469
399,malindi,-3.2175,40.1191,298.37,80,6,8.08,KE,1689700470
400,owo,7.1962,5.5868,297.69,91,89,3.3,NG,1689700470
401,bambanglipuro,-7.95,110.2833,296.51,87,24,3.96,ID,1689700470
402,zinjibar,13.1287,45.3807,305.32,57,17,1.32,YE,1689700470
403,viana do castelo,41.6932,-8.8329,294.67,71,4,7.48,PT,1689700471
404,pimentel,-6.8367,-79.9342,300.31,61,0,6.69,PE,1689700471
405,peniche,39.3558,-9.3811,298.87,80,7,7.03,PT,1689700385
406,stepnoye,51.4,46.8667,294.21,68,52,4.56,RU,1689700472
407,awjilah,29.1081,21.2869,310.15,14,0,5.83,LY,1689700472
408,skrunda,56.6833,22.0167,291.12,59,73,4.89,LV,1689700472
409,bubaque,11.2833,-15.8333,299.81,81,99,4.16,GW,1689700473
410,wodonga,-36.1167,146.8833,277.57,100,57,1.0,AU,1689700473
411,naze,28.3667,129.4833,299.35,81,92,5.08,JP,1689700244
412,howrah,22.5892,88.3103,302.15,89,40,1.54,IN,1689700473
413,palmer,42.1584,-72.3287,303.51,63,75,3.09,US,1689700321
414,guanare,9.0418,-69.7421,308.16,49,91,2.57,VE,1689700474
415,dhulikhel,27.6189,85.5529,295.02,82,100,1.11,NP,1689700474
416,antalaha,-14.9003,50.2788,295.03,85,3,4.32,MG,1689700474
417,vikulovo,56.8167,70.6107,291.45,98,99,3.25,RU,1689700475
418,uzhur,55.3036,89.8339,287.41,81,23,0.71,RU,1689700475
419,polyarnyy,69.1989,33.4478,290.62,71,100,1.79,RU,1689700475
420,medina,24.4686,39.6142,315.39,7,20,5.14,SA,1689700476
421,guiyang,26.5833,106.7167,293.42,100,100,3.0,CN,1689700476
422,santiago de cao,-7.9589,-79.2392,297.22,73,43,4.63,PE,1689700476
423,dompu,-8.5356,118.4622,294.21,95,6,1.57,ID,1689700477
424,koulamoutou,-1.1303,12.4736,300.71,70,93,1.28,GA,1689700478
425,cidreira,-30.1811,-50.2056,286.81,54,98,3.15,BR,1689700478
426,petrovsk,52.3064,45.3917,293.1,73,82,3.31,RU,1689700478
427,urengoy,65.9667,78.3667,289.71,65,83,2.44,RU,1689700478
428,wenchang,30.904,118.4887,298.44,94,100,1.54,CN,1689700430
429,corner brook,48.9667,-57.9484,302.24,84,96,3.15,CA,1689700479
430,sandnessjoen,66.0217,12.6316,287.44,88,75,5.14,NO,1689700479
431,taitung city,22.7583,121.1444,300.42,87,100,1.52,TW,1689700479
432,moussoro,13.6408,16.4901,303.83,50,81,9.95,TD,1689700480
433,carnarvon,-24.8667,113.6333,292.47,75,8,6.43,AU,1689700275
434,nili,33.7218,66.1302,299.16,14,0,3.78,AF,1689700480
435,canutama,-6.5339,-64.3831,309.93,31,3,2.07,BR,1689700480
436,noosa heads,-26.3833,153.15,287.78,85,49,3.73,AU,1689700480
437,sydney mines,46.2367,-60.2177,301.03,81,75,7.72,CA,1689700284
438,soeng sang,14.4264,102.4606,297.66,79,99,4.24,TH,1689700481
439,cobija,-11.0267,-68.7692,304.25,66,75,3.09,BO,1689700481
440,ubinskoye,55.3068,79.6802,291.09,64,89,3.85,RU,1689700481
441,kharkhorin,47.1975,102.8238,286.9,97,100,0.8,MN,1689700482
442,guerrero negro,27.9769,-114.0611,298.05,59,1,5.61,MX,1689700482
443,huaraz,-9.5333,-77.5333,292.05,34,45,3.02,PE,1689700482
444,simrishamn,55.5565,14.3504,291.23,62,79,7.42,SE,1689700482
445,igunga,-4.2833,33.8833,297.05,27,6,2.41,TZ,1689700482
446,neyriz,29.1988,54.3278,304.95,14,34,2.92,IR,1689700483
447,cabo san lucas,22.8909,-109.9124,309.76,51,20,0.0,MX,1689700483
448,boa vista,2.8197,-60.6733,301.14,69,75,2.06,BR,1689700284
449,kotli,33.5167,73.9167,300.77,77,97,1.54,PK,1689700483
450,port hueneme,34.1478,-119.1951,307.25,75,40,3.6,US,1689700484
451,petropavlovsk-kamchatsky,53.0452,158.6483,282.48,100,0,0.0,RU,1689700484
452,fairmont,39.4851,-80.1426,300.58,70,41,3.62,US,1689700484
453,el fasher,13.6279,25.3494,308.81,22,96,1.64,SD,1689700484
454,chateaudun,48.0833,1.3333,304.23,25,27,4.06,FR,1689700484
455,aasiaat,68.7098,-52.8699,276.82,95,100,3.49,GL,1689700485
456,illizi,26.4833,8.4667,312.04,9,0,7.26,DZ,1689700485
457,qingquan,30.4511,115.2559,299.65,90,99,0.75,CN,1689700485
458,khasab,26.1799,56.2477,308.87,65,39,2.28,OM,1689700485
459,carutapera,-1.195,-46.02,302.87,65,14,5.01,BR,1689700486
460,sredets,42.3475,27.179,300.21,34,31,4.09,BG,1689700486
461,salinopolis,-0.6136,-47.3561,301.35,73,11,6.27,BR,1689700486
462,safi,32.1667,-8.8333,309.73,27,17,7.86,MA,1689700486
463,nova kakhovka,46.7545,33.3486,301.14,44,81,4.98,UA,1689700339
464,freeport,40.6576,-73.5832,304.24,78,75,6.17,US,1689700280
465,timimoun,29.2639,0.231,316.36,5,0,7.2,DZ,1689700487
466,tongouson,5.0214,120.1328,301.27,74,100,1.33,PH,1689700487
467,takamatsu,34.3403,134.0433,299.12,85,65,2.04,JP,1689700487
468,hariana,31.6378,75.8408,302.14,80,100,4.29,IN,1689700487
469,katsuura,35.1333,140.3,298.25,91,100,2.78,JP,1689700488
470,udachny,66.4167,112.4,287.75,72,83,6.54,RU,1689700488
471,dogonbadan,30.3586,50.7981,310.2,11,0,3.09,IR,1689700488
472,wellington,-41.2866,174.7756,285.41,82,6,6.69,NZ,1689700297
473,tromso,69.6496,18.957,285.16,94,75,1.54,NO,1689700489
474,vuktyl,63.8567,57.3094,295.29,52,97,2.29,RU,1689700489
475,lospalos,-8.5186,127.0025,293.5,87,24,2.34,TL,1689700489
476,guajara,-2.9667,-57.6667,309.17,33,8,2.09,BR,1689700282
477,ust-tsilma,65.441,52.1498,294.65,61,73,1.11,RU,1689700489
478,nahiyat al fuhud,30.9697,46.7228,315.13,8,0,4.96,IQ,1689700490
479,moshkovo,55.3053,83.6104,290.1,77,59,2.92,RU,1689700490
480,aykhal,66.0,111.5,285.84,74,53,7.55,RU,1689700490
481,dolores,-36.3132,-57.6792,282.28,43,4,1.81,AR,1689700490
482,huai khot,15.2909,99.6166,299.52,71,100,0.87,TH,1689700491
483,magistral'nyy,56.1725,107.4458,283.64,86,5,1.74,RU,1689700491
484,nar'yan-mar,67.6713,53.087,292.44,77,91,1.78,RU,1689700491
485,cannonvale,-20.2833,148.7,292.81,87,18,5.55,AU,1689700491
486,nam som,17.7704,102.1895,298.76,94,100,1.64,TH,1689700492
487,coquimbo,-29.9533,-71.3436,291.0,72,0,8.23,CL,1689700343
488,brookings,44.3114,-96.7984,296.58,53,20,5.66,US,1689700364
489,zeya,53.75,127.2667,292.4,65,42,1.64,RU,1689700492
490,tofol,5.3248,163.0078,301.64,72,100,6.26,FM,1689700492
491,remire-montjoly,4.9167,-52.2667,304.17,70,75,5.66,GF,1689700494
492,salinas,36.6777,-121.6555,298.14,76,0,3.09,US,1689700370
493,mohr,54.3528,9.7167,292.23,58,75,6.17,DE,1689700494
494,new norfolk,-42.7826,147.0587,280.33,77,73,2.74,AU,1689700494
495,saint-francois,46.4154,3.9054,303.84,51,0,2.06,FR,1689700420
496,harstad,68.799,16.5293,285.81,100,98,4.02,NO,1689700495
497,menongue,-14.6585,17.691,290.7,18,0,1.63,AO,1689700495
498,callao,-12.0667,-77.15,296.31,56,0,3.6,PE,1689700495
499,taft,31.7471,54.2088,308.12,15,40,3.09,IR,1689700495
500,north bend,43.4065,-124.2243,296.07,68,0,6.17,US,1689700496
501,dongcun,36.7767,121.1597,295.38,81,0,0.64,CN,1689700496
502,flying fish cove,-10.4217,105.6791,297.97,78,75,7.2,CX,1689700496
503,kargasok,59.0556,80.8572,289.09,75,31,1.12,RU,1689700496
504,manokwari,-0.8667,134.0833,299.36,79,98,0.68,ID,1689700271
505,mili,6.0815,171.735,300.79,81,100,4.91,MH,1689700497
506,talavera,15.6167,120.9333,298.14,88,92,1.47,PH,1689700497
507,taroa,8.7058,171.2275,301.12,80,100,5.23,MH,1689700497
508,churapcha,62.0025,132.4325,287.19,96,59,4.5,RU,1689700498
509,kirakira,-10.4544,161.9205,299.02,87,100,1.12,SB,1689700498
510,changyon,38.2508,125.0961,293.99,87,0,1.07,KP,1689700498
511,idri,27.5,13.2667,311.15,12,0,5.89,LY,1689700499
512,shimoda,34.6667,138.95,299.08,86,100,3.04,JP,1689700499
513,abepura,-2.6333,140.5833,298.6,83,20,0.0,ID,1689700499
514,floro,61.5996,5.0328,285.13,87,75,6.69,NO,1689700499
515,almeirim,-1.5233,-52.5817,302.52,62,90,2.09,BR,1689700499
516,three points,32.0767,-111.3137,311.24,20,0,1.54,US,1689700500
517,revda,56.801,59.9303,287.35,99,100,2.03,RU,1689700500
518,yaren,-0.5472,166.916,301.3,74,100,0.64,NR,1689700500
519,ajaigarh,24.9,80.2667,304.73,59,92,2.71,IN,1689700500
520,nantucket,41.2835,-70.0995,301.18,85,0,3.09,US,1689700501
521,bardai,11.65,7.2333,305.91,41,33,3.21,NG,1689700501
522,roccella ionica,38.322,16.4009,305.44,49,0,2.41,IT,1689700501
523,portland,45.5234,-122.6762,295.6,65,0,3.09,US,1689700212
524,kachhwa,25.2167,82.7167,303.14,58,87,4.18,IN,1689700502
525,belyy yar,53.6039,91.3903,291.09,82,0,3.0,RU,1689700503
526,beau vallon,-20.4189,57.6953,296.28,73,40,5.66,MU,1689700503
527,loango,-4.6719,11.8312,295.67,81,25,3.03,CG,1689700504
528,togur,58.3631,82.8265,289.91,68,76,2.06,RU,1689700504
529,gubakha,58.8386,57.5532,289.91,98,100,1.54,RU,1689700505
530,bereznik,62.8551,42.7072,294.85,57,53,0.66,RU,1689700505
531,temryuk,45.2722,37.3811,297.27,71,10,4.56,RU,1689700505
532,vanimo,-2.6741,141.3028,297.91,91,44,1.54,PG,1689700505
533,laminusa,5.5549,120.9136,301.23,71,100,0.36,PH,1689700507
534,borogontsy,62.6683,131.1683,285.8,98,89,3.7,RU,1689700507
535,sinabang,2.4803,96.3801,299.26,85,100,2.07,ID,1689700508
536,pathein,16.7833,94.7333,299.42,89,94,3.84,MM,1689700508
537,teguise,29.0605,-13.564,298.27,57,20,7.2,ES,1689700508
538,inari,68.906,27.0288,290.26,69,100,1.87,FI,1689700510
539,mercedes,-34.6515,-59.4307,285.17,50,68,2.54,AR,1689700510
540,becej,45.6163,20.0333,304.48,43,0,1.67,RS,1689700510
541,la'ie,21.6477,-157.9253,299.13,75,25,3.58,US,1689700511
542,usinsk,65.9939,57.5281,294.5,64,74,0.34,RU,1689700511
543,chimbote,-9.0853,-78.5783,296.39,67,46,4.15,PE,1689700511
544,bang saphan,11.2126,99.5117,298.29,93,100,3.51,TH,1689700511
545,lisala,2.15,21.5167,298.15,78,87,0.76,CD,1689700512
546,garissa,-0.4536,39.6401,300.6,53,28,11.08,KE,1689700512
547,inhambane,-23.865,35.3833,292.14,88,0,1.54,MZ,1689700512
548,samdari,25.8167,72.5833,307.45,51,99,6.24,IN,1689700512
549,tionk essil,12.7856,-16.5217,302.13,74,95,2.97,SN,1689700513
550,verkhniy baskunchak,48.2256,46.7217,299.32,40,44,6.51,RU,1689700513
551,quellon,-43.1167,-73.6167,282.29,71,0,4.63,CL,1689700513
552,kangding,30.0513,101.9603,286.12,98,97,0.31,CN,1689700514
553,borzya,50.3833,116.5167,288.67,90,71,4.12,RU,1689700514
554,fray luis beltran,-39.3167,-65.7667,280.36,56,93,4.08,AR,1689700514
555,moyynkum,44.2914,72.9469,307.7,17,22,5.57,KZ,1689700514
556,kill devil hills,36.0307,-75.676,305.15,60,0,2.57,US,1689700292
557,urumqi,43.801,87.6005,302.68,23,0,3.0,CN,1689700515
558,kruisfontein,-34.0033,24.7314,288.64,92,28,4.21,ZA,1689700515
559,egilsstadir,65.2653,-14.3948,284.1,66,75,6.17,IS,1689700516
560,howard springs,-12.497,131.047,295.27,70,20,1.83,AU,1689700516
561,san juan,-31.5375,-68.5364,286.8,34,21,3.64,AR,1689700258
562,trevelin,-43.0858,-71.4639,272.86,68,100,0.52,AR,1689700516
563,shalqar,47.8333,59.6,296.33,44,50,4.87,KZ,1689700517
564,amparafaravola,-17.5833,48.2167,288.28,87,1,2.46,MG,1689700517
565,brindisi,40.5833,17.6667,308.95,45,0,7.05,IT,1689700517
566,sirte,31.2089,16.5887,301.85,69,0,5.65,LY,1689700518
